feature,rfe_inclusion_prob,lasso_inclusion_prob,fdr_inclusion_prob
X16316_at,0.25,0.0,0.0
X16662_at,0.225,0.0,0.0
X16665_at,0.75,0.0,0.0
X16667_at,0.075,0.0,0.0
X16706_at,0.4,0.0,0.0
X16707_at,0.675,0.0,0.0
X16832_at,0.35,0.0,0.0
X17042_at,1.0,0.25,0.75
X17094_at,0.175,0.0,0.0
X17098_at,0.05,0.0,0.0
X17206_at,0.2,0.0,0.0
X17254_at,0.975,0.0,0.0
X17576_at,0.025,0.0,0.0
X17622_at,0.475,0.0,0.0
X17648_at,0.6,0.0,0.0
X51466_at,0.125,0.0,0.0
X51521_at,1.0,0.0,0.025
X51602_at,0.025,0.0,0.0
X51630_at,0.275,0.0,0.0
X51757_at,0.05,0.0,0.0
X51804_at,0.625,0.0,0.0
X51953_at,0.025,0.0,0.0
X51985_at,0.225,0.0,0.0
X52005_at,0.375,0.0,0.0
X52056_at,0.975,0.0,0.0
X52142_at,0.3,0.0,0.0
X52192_at,0.65,0.0,0.0
X52541_at,0.025,0.0,0.0
X52599_at,0.125,0.0,0.0
X52638_at,0.175,0.0,0.0
X52730_rna1_at,0.75,0.0,0.0
X52851_rna1_at,0.15,0.0,0.0
X52943_at,0.775,0.0,0.0
X52966_at,0.75,0.0,0.0
X53331_at,0.725,0.0,0.0
X53414_at,0.075,0.0,0.0
X53416_at,0.05,0.0,0.0
X53586_rna1_at,0.025,0.0,0.0
X53742_at,0.4,0.0,0.0
X53793_at,0.025,0.0,0.0
X53961_at,0.15,0.0,0.0
X54150_at,0.05,0.0,0.0
X54162_at,0.025,0.0,0.0
X54637_at,0.65,0.0,0.0
X54673_at,0.125,0.0,0.0
X54816_at,0.4,0.0,0.0
X54870_at,0.05,0.0,0.0
X54871_at,0.025,0.0,0.0
X54925_at,0.025,0.0,0.0
X54936_at,0.175,0.0,0.0
X54938_at,0.35,0.0,0.0
X54942_at,0.025,0.0,0.0
X55079_rna1_at,0.025,0.0,0.0
X55448_cds2_at,0.025,0.0,0.0
X55666_at,0.05,0.0,0.0
X55668_at,1.0,0.0,0.0
X55715_at,0.95,0.0,0.0
X55733_at,0.125,0.0,0.0
X55777_cds2_at,0.075,0.0,0.0
X55885_at,0.075,0.0,0.0
X55954_at,0.1,0.0,0.0
X56253_rna1_at,0.4,0.0,0.0
X56411_rna1_at,0.525,0.0,0.0
X56468_at,0.8,0.0,0.0
X56654_at,0.375,0.0,0.0
X56667_at,0.025,0.0,0.0
X56677_at,0.05,0.0,0.0
X56741_at,0.1,0.0,0.0
X56932_at,0.25,0.0,0.0
X56997_rna1_at,0.05,0.0,0.0
X57129_at,0.175,0.0,0.0
X57206_at,0.05,0.0,0.0
X57303_at,0.025,0.0,0.0
X57346_at,0.025,0.0,0.0
X57398_at,0.2,0.0,0.0
X57522_at,0.1,0.0,0.0
X58022_at,0.025,0.0,0.0
X58377_at,0.05,0.0,0.0
X58521_at,0.1,0.0,0.0
X58529_at,0.125,0.0,0.0
X59131_at,0.1,0.0,0.0
X59350_at,0.825,0.0,0.0
X59372_at,0.1,0.0,0.0
X59373_at,0.075,0.0,0.0
X59417_at,1.0,0.025,0.45
X59434_at,0.825,0.0,0.0
X59711_at,0.475,0.0,0.0
X59727_at,0.275,0.0,0.0
X59766_at,0.05,0.0,0.0
X59770_at,0.2,0.0,0.0
X59812_at,0.05,0.0,0.0
X59841_at,0.325,0.0,0.0
X59871_at,1.0,0.0,0.0
X59892_at,0.1,0.0,0.0
X60382_rna1_at,0.25,0.0,0.0
X60483_at,0.175,0.0,0.0
X60484_at,0.925,0.0,0.0
X60489_at,0.325,0.0,0.0
X60592_at,0.025,0.0,0.0
X60655_at,0.275,0.0,0.0
X60673_rna1_at,0.175,0.0,0.0
X60708_at,0.025,0.0,0.0
X60957_at,0.025,0.0,0.0
X60992_at,0.05,0.0,0.0
X61072_at,0.025,0.0,0.0
X61373_at,0.225,0.0,0.0
X61587_at,0.95,0.0,0.15
X61615_at,0.175,0.0,0.0
X62025_rna1_at,0.05,0.0,0.0
X62048_at,0.075,0.0,0.0
X62055_at,0.025,0.0,0.0
X62078_at,0.975,0.0,0.075
X62320_at,0.625,0.0,0.025
X62535_at,0.8,0.0,0.0
X62573_at,0.05,0.0,0.0
X62654_rna1_at,1.0,0.025,0.2
X62691_at,0.125,0.0,0.0
X63097_at,0.15,0.0,0.0
X63187_at,0.025,0.0,0.0
X63337_at,0.025,0.0,0.0
X63359_at,0.95,0.0,0.0
X63417_at,0.25,0.0,0.0
X63422_at,0.4,0.0,0.0
X63454_at,0.1,0.0,0.0
X63469_at,1.0,0.05,0.375
X63527_at,0.3,0.0,0.0
X63578_rna1_at,0.05,0.0,0.0
X63629_at,0.175,0.0,0.0
X63692_at,0.3,0.0,0.0
X63753_at,1.0,0.0,0.0
X63755_at,0.225,0.0,0.0
X63759_at,0.25,0.0,0.0
X64037_at,0.15,0.0,0.0
X64364_at,1.0,0.0,0.0
X64559_at,0.025,0.0,0.0
X64594_at,0.75,0.0,0.0
X64643_at,0.05,0.0,0.0
X64707_at,0.125,0.0,0.0
X64838_at,0.025,0.0,0.0
X65293_at,0.2,0.0,0.0
X65550_at,0.075,0.0,0.0
X65614_at,0.6,0.0,0.0
X65633_at,0.05,0.0,0.0
X65644_at,0.075,0.0,0.0
X65867_at,0.125,0.0,0.0
X65873_at,0.125,0.0,0.0
X65977_at,0.3,0.0,0.0
X66079_at,0.125,0.0,0.0
X66114_rna1_at,0.05,0.0,0.0
X66141_at,0.4,0.0,0.0
X66171_at,0.275,0.0,0.0
X66358_at,0.05,0.0,0.0
X66360_at,0.15,0.0,0.0
X66363_at,0.125,0.0,0.0
X66364_at,0.175,0.0,0.0
X66397_at,0.1,0.0,0.0
X66401_cds1_at,1.0,0.0,0.0
X66417_at,0.025,0.0,0.0
X66436_at,0.3,0.0,0.0
X66533_at,0.425,0.0,0.0
X66839_at,0.5,0.0,0.0
X66867_cds1_at,1.0,0.0,0.15
X66899_at,0.9,0.0,0.0
X66945_at,0.475,0.0,0.0
X67247_rna1_at,0.25,0.0,0.0
X67318_at,0.025,0.0,0.0
X67325_at,0.025,0.0,0.0
X67594_at,0.1,0.0,0.0
X67683_at,0.125,0.0,0.0
X67697_at,0.6,0.0,0.0
X67698_at,0.975,0.0,0.0
X67734_at,0.25,0.0,0.0
X67951_at,0.25,0.0,0.0
X68149_at,0.1,0.0,0.0
X68264_rna1_at,0.075,0.0,0.0
X68277_at,0.025,0.0,0.0
X68314_at,0.175,0.0,0.0
X68560_at,0.525,0.0,0.0
X68836_at,0.025,0.0,0.0
X69111_at,1.0,0.0,0.0
X69141_at,0.625,0.0,0.0
X69150_at,0.35,0.0,0.0
X69391_at,0.3,0.0,0.0
X69636_at,0.05,0.0,0.0
X69699_at,0.3,0.0,0.0
X69819_at,1.0,0.0,0.0
X69838_at,0.5,0.0,0.0
X69908_rna1_at,0.05,0.0,0.0
X69910_at,0.025,0.0,0.0
X70040_at,0.725,0.0,0.0
X70070_at,0.475,0.0,0.0
X70083_at,0.175,0.0,0.0
X70297_at,1.0,0.05,0.325
X70340_at,0.025,0.0,0.0
X70394_at,0.025,0.0,0.0
X70649_at,0.025,0.0,0.0
X70683_at,0.55,0.0,0.0
X71125_at,0.375,0.0,0.0
X71135_at,0.4,0.0,0.0
X71490_at,0.075,0.0,0.0
X71874_cds1_at,0.2,0.0,0.0
X71973_at,1.0,0.0,0.0
X72012_at,0.025,0.0,0.0
X72177_rna1_at,0.2,0.0,0.0
X72308_at,0.025,0.0,0.0
X72755_at,0.025,0.0,0.0
X72790_at,0.3,0.0,0.0
X72879_at,0.05,0.0,0.0
X72964_at,0.775,0.0,0.0
X73460_at,0.3,0.0,0.0
X73874_at,0.025,0.0,0.0
X74008_at,0.025,0.0,0.0
X74262_at,0.525,0.0,0.0
X74295_at,0.05,0.0,0.0
X74328_rna1_at,0.05,0.0,0.0
X74496_at,0.075,0.0,0.0
X74570_at,0.575,0.0,0.0
X74614_at,0.1,0.0,0.0
X74794_at,0.025,0.0,0.0
X74795_at,0.05,0.0,0.0
X74801_at,0.025,0.0,0.0
X74819_at,0.325,0.0,0.0
X75042_at,0.1,0.0,0.0
X75208_at,0.575,0.0,0.0
X75304_at,0.025,0.0,0.0
X75315_at,0.1,0.0,0.0
X75342_at,0.05,0.0,0.0
X75535_at,0.025,0.0,0.0
X75546_at,0.1,0.0,0.0
X75593_at,0.4,0.0,0.0
X75756_at,0.2,0.0,0.0
X75861_at,0.4,0.0,0.0
X75917_at,0.1,0.0,0.0
X75962_at,0.125,0.0,0.0
X76013_at,0.075,0.0,0.0
X76029_at,0.75,0.0,0.0
X76040_at,0.05,0.0,0.0
X76057_at,0.075,0.0,0.0
X76059_at,0.075,0.0,0.0
X76061_at,0.175,0.0,0.0
X76180_at,0.025,0.0,0.0
X76228_at,0.05,0.0,0.0
X76498_at,0.225,0.0,0.0
X76648_at,0.175,0.0,0.0
X76717_at,0.125,0.0,0.0
X76732_at,0.025,0.0,0.0
X77366_at,0.3,0.0,0.0
X77533_at,0.425,0.0,0.0
X77548_at,0.25,0.0,0.0
X77584_at,0.575,0.0,0.0
X77737_at,0.2,0.0,0.0
X77794_at,0.05,0.0,0.0
X77909_at,0.025,0.0,0.0
X78031_at,0.05,0.0,0.0
X78520_at,0.85,0.0,0.0
X78549_at,0.225,0.0,0.0
X78565_at,0.025,0.0,0.0
X78669_at,0.625,0.0,0.0
X78687_at,0.15,0.0,0.0
X78706_at,0.075,0.0,0.0
X78710_at,0.025,0.0,0.0
X78925_at,0.35,0.0,0.0
X78926_at,0.025,0.0,0.0
X78992_at,0.1,0.0,0.0
X79066_at,0.025,0.0,0.0
X79067_at,0.75,0.0,0.025
X79353_at,0.325,0.0,0.0
X79440_at,0.875,0.0,0.0
X79483_at,0.625,0.0,0.0
X79536_at,0.025,0.0,0.0
X79780_at,0.1,0.0,0.0
X79781_at,0.025,0.0,0.0
X79865_at,0.025,0.0,0.0
X79882_at,0.05,0.0,0.0
X80026_at,0.4,0.0,0.0
X80062_at,0.025,0.0,0.0
X80198_at,0.025,0.0,0.0
X80230_at,1.0,0.0,0.025
X80343_at,0.025,0.0,0.0
X80497_at,0.15,0.0,0.0
X80507_at,0.025,0.0,0.0
X80692_at,0.05,0.0,0.0
X80695_at,0.65,0.0,0.0
X80754_at,0.025,0.0,0.0
X80907_at,0.875,0.0,0.025
X81003_at,0.05,0.0,0.0
X81198_at,0.05,0.0,0.0
X81372_at,0.15,0.0,0.0
X81438_at,0.075,0.0,0.0
X81479_at,0.625,0.0,0.0
X81882_at,0.15,0.0,0.0
X81889_at,0.025,0.0,0.0
X82125_at,0.025,0.0,0.0
X82200_at,0.225,0.0,0.0
X82207_at,0.025,0.0,0.0
X82240_rna1_at,0.225,0.0,0.0
X82434_at,0.075,0.0,0.0
X82456_at,0.025,0.0,0.0
X82554_rna1_at,0.025,0.0,0.0
X82676_at,0.025,0.0,0.0
X82693_at,0.025,0.0,0.0
X82877_at,0.475,0.0,0.0
X83218_at,0.15,0.0,0.0
X83378_at,0.85,0.0,0.0
X83412_at,0.3,0.0,0.0
X83425_at,0.025,0.0,0.0
X83543_at,0.125,0.0,0.0
X83572_at,0.025,0.0,0.0
X83573_at,0.575,0.0,0.0
X83973_at,0.1,0.0,0.0
X84002_at,0.125,0.0,0.0
X84194_at,0.575,0.0,0.0
X84709_at,0.7,0.0,0.0
X84740_at,0.15,0.0,0.0
X84908_at,0.15,0.0,0.0
X85106_at,0.075,0.0,0.0
X85237_at,0.05,0.0,0.0
X85372_at,0.25,0.0,0.0
X85545_at,1.0,0.0,0.0
X85740_at,0.05,0.0,0.0
X85750_at,0.025,0.0,0.0
X85785_rna1_at,0.075,0.0,0.0
X86018_at,0.025,0.0,0.0
X86019_at,0.025,0.0,0.0
X86570_at,0.025,0.0,0.0
X86681_at,0.025,0.0,0.0
X86691_at,0.025,0.0,0.0
X86779_at,0.025,0.0,0.0
X86809_at,0.075,0.0,0.0
X87159_at,0.675,0.0,0.0
X87160_at,0.1,0.0,0.0
X87212_at,0.825,0.0,0.025
X87237_at,0.025,0.0,0.0
X87342_at,0.025,0.0,0.0
X87613_at,0.55,0.0,0.0
X87767_at,0.025,0.0,0.0
X87838_at,1.0,0.0,0.0
X87852_at,0.075,0.0,0.0
X87904_at,0.325,0.0,0.0
X89267_at,0.725,0.0,0.0
X89398_cds2_at,0.025,0.0,0.0
X89576_at,0.95,0.0,0.0
X89750_at,0.05,0.0,0.0
X89894_at,0.05,0.0,0.0
X89984_at,0.05,0.0,0.0
X89985_at,0.125,0.0,0.0
X90568_at,0.7,0.0,0.0
X90761_at,0.675,0.0,0.0
X90763_at,0.125,0.0,0.0
X90780_rna1_at,0.175,0.0,0.0
X90840_at,0.175,0.0,0.0
X90857_at,0.025,0.0,0.0
X90858_at,0.125,0.0,0.025
X90872_at,0.975,0.0,0.0
X90908_at,0.25,0.0,0.0
X91249_at,0.025,0.0,0.0
X91257_at,0.1,0.0,0.0
X91648_at,0.025,0.0,0.0
X91788_at,0.175,0.0,0.0
X92098_at,0.375,0.0,0.0
X92106_at,0.4,0.0,0.0
X92475_at,0.925,0.0,0.0
X92744_at,0.45,0.0,0.0
X92762_at,0.25,0.0,0.0
X92814_at,0.4,0.0,0.05
X92896_at,0.075,0.0,0.0
X92972_at,0.025,0.0,0.0
X93017_at,0.05,0.0,0.0
X93512_at,0.075,0.0,0.0
X93920_at,0.8,0.0,0.0
X94232_at,1.0,0.0,0.0
X94612_at,0.85,0.0,0.0
X94754_at,0.025,0.0,0.0
X94910_at,0.375,0.0,0.0
X95073_at,0.05,0.0,0.0
X95095_at,0.1,0.0,0.0
X95191_at,0.05,0.0,0.0
X95289_at,0.1,0.0,0.0
X95384_at,0.075,0.0,0.0
X95404_at,0.1,0.0,0.0
X95406_at,0.05,0.0,0.0
X95592_at,0.075,0.0,0.0
X95715_at,0.525,0.0,0.0
X95735_at,1.0,0.55,0.95
X95826_at,0.1,0.0,0.0
X96401_at,0.175,0.0,0.0
X96586_at,0.05,0.0,0.0
X96698_at,0.25,0.0,0.0
X96719_at,0.25,0.0,0.0
X96752_at,0.075,0.0,0.0
X96753_at,0.025,0.0,0.0
X96849_at,0.425,0.0,0.0
X96924_rna1_at,0.05,0.0,0.0
X96969_at,0.55,0.0,0.0
X97065_at,0.1,0.0,0.0
X97074_at,0.675,0.0,0.0
X97249_at,0.025,0.0,0.0
X97324_at,0.1,0.0,0.0
X97335_at,0.35,0.0,0.0
X97544_at,0.125,0.0,0.0
X97795_at,0.975,0.0,0.0
X98001_at,0.325,0.0,0.0
X98172_at,0.05,0.0,0.0
X98248_rna1_at,0.025,0.0,0.0
X98260_at,0.65,0.0,0.0
X98263_at,0.025,0.0,0.0
X98307_at,0.025,0.0,0.0
X98411_at,1.0,0.0,0.05
X98507_at,0.025,0.0,0.0
X98833_rna1_at,0.875,0.0,0.0
X98834_rna1_at,0.025,0.0,0.0
X99050_rna1_at,0.025,0.0,0.0
X99101_at,0.025,0.0,0.0
X99140_at,0.075,0.0,0.0
X99141_at,0.025,0.0,0.0
X99142_at,0.025,0.0,0.0
X99226_at,0.7,0.0,0.0
X99296_xpt1_at,0.2,0.0,0.0
X99325_at,0.15,0.0,0.0
X99459_at,0.025,0.0,0.0
X99584_at,0.05,0.0,0.0
X99585_at,0.05,0.0,0.0
X99656_at,0.025,0.0,0.0
X99657_at,0.025,0.0,0.0
X99664_at,0.1,0.0,0.0
X99699_at,0.2,0.0,0.0
X99728_at,0.925,0.0,0.0
X99802_at,0.025,0.0,0.0
X99920_at,0.975,0.0,0.0
X99961_at,0.025,0.0,0.0
Y00281_at,0.975,0.0,0.0
Y00282_at,1.0,0.0,0.0
Y00291_at,0.025,0.0,0.0
Y00317_at,0.025,0.0,0.0
Y00318_at,0.025,0.0,0.0
Y00433_at,0.7,0.0,0.0
Y00486_rna1_at,0.05,0.0,0.0
Y00636_at,0.75,0.0,0.0
Y00757_at,0.025,0.0,0.0
Y00764_at,0.825,0.0,0.0
Y00815_at,0.3,0.0,0.0
Y00970_at,0.1,0.0,0.0
Y00971_at,0.175,0.0,0.0
Y00978_at,0.625,0.0,0.0
Y07595_at,0.025,0.0,0.0
Y07604_at,1.0,0.025,0.175
Y07683_at,0.25,0.0,0.0
Y07701_at,0.025,0.0,0.0
Y07755_at,1.0,0.0,0.0
Y07847_at,0.075,0.0,0.0
Y08134_at,0.875,0.0,0.0
Y08263_at,0.025,0.0,0.0
Y08302_at,0.65,0.0,0.0
Y08409_at,0.1,0.0,0.0
Y08612_at,1.0,0.15,0.65
Y08836_at,0.1,0.0,0.0
Y08915_at,0.05,0.0,0.0
Y08991_at,0.475,0.0,0.0
Y08999_at,0.575,0.0,0.0
Y09267_at,0.025,0.0,0.0
Y09306_at,0.3,0.0,0.0
Y09321_at,0.15,0.0,0.0
Y09615_at,0.05,0.0,0.0
Y09836_at,0.1,0.0,0.0
Y09858_at,0.05,0.0,0.0
Y09912_rna1_at,0.15,0.0,0.0
Y09980_rna4_at,0.1,0.0,0.0
Y10207_at,0.95,0.0,0.0
Y10209_at,0.275,0.0,0.0
Y10256_at,0.05,0.0,0.0
Y10512_at,0.175,0.0,0.0
Y10659_at,0.075,0.0,0.0
Y10812_at,0.075,0.0,0.0
Y10871_at,0.225,0.0,0.0
Y10936_at,0.025,0.0,0.0
Y11180_at,0.225,0.0,0.0
Y11251_at,0.25,0.0,0.0
Y11306_rna1_at,0.3,0.0,0.0
Y11651_at,0.1,0.0,0.0
Y11681_at,0.75,0.0,0.0
Y11710_rna1_at,0.8,0.0,0.0
Y11999_at,0.625,0.0,0.0
Y12670_at,1.0,0.0,0.0
Y12711_at,0.15,0.0,0.0
Y12856_at,0.225,0.0,0.0
Y13115_at,0.025,0.0,0.0
Y13153_at,0.025,0.0,0.0
Y13620_at,0.025,0.0,0.0
Z11559_at,0.05,0.0,0.0
Z11697_at,0.025,0.0,0.0
Z11793_at,0.425,0.0,0.025
Z12173_at,0.75,0.0,0.0
Z12830_at,0.45,0.0,0.0
Z14093_at,0.075,0.0,0.0
Z14982_rna1_at,0.975,0.0,0.0
Z15114_at,0.275,0.0,0.0
Z17227_at,0.1,0.0,0.0
Z18948_at,0.3,0.0,0.0
Z18951_at,0.075,0.0,0.0
Z18954_at,0.125,0.0,0.0
Z19002_at,0.1,0.0,0.0
Z19574_rna1_at,0.35,0.0,0.0
Z19585_at,0.15,0.0,0.0
Z21488_at,0.025,0.0,0.0
Z21507_at,0.325,0.0,0.0
Z21966_at,0.55,0.0,0.0
Z22548_at,0.1,0.0,0.0
Z22555_at,0.075,0.0,0.0
Z23064_at,0.075,0.0,0.0
Z23090_at,0.825,0.0,0.0
Z24459_xpt5_at,0.05,0.0,0.0
Z24680_at,0.15,0.0,0.0
Z24727_at,1.0,0.0,0.0
Z25535_at,0.05,0.0,0.0
Z25749_rna1_at,0.175,0.0,0.0
Z26876_at,0.275,0.0,0.0
Z27113_at,0.35,0.0,0.0
Z28339_at,0.275,0.0,0.0
Z28407_at,0.4,0.0,0.0
Z29067_at,1.0,0.0,0.025
Z29077_xpt1_at,0.3,0.0,0.0
Z29083_at,0.025,0.0,0.0
Z29090_at,0.1,0.0,0.0
Z29331_at,0.05,0.0,0.0
Z29481_at,0.1,0.0,0.0
Z29572_at,0.55,0.0,0.0
Z29574_at,0.1,0.0,0.0
Z30426_at,0.95,0.0,0.0
Z31357_at,0.1,0.0,0.0
Z32684_at,0.95,0.0,0.0
Z32765_at,0.975,0.0,0.075
Z33642_at,0.425,0.0,0.0
Z34975_at,0.175,0.0,0.0
Z35093_at,0.25,0.0,0.0
Z35102_at,0.625,0.0,0.0
Z35227_at,0.975,0.0,0.0
Z35278_at,0.075,0.0,0.0
Z35307_at,0.225,0.0,0.0
Z36531_at,0.75,0.0,0.0
Z36714_at,0.05,0.0,0.0
Z36715_at,0.3,0.0,0.0
Z37976_at,0.275,0.0,0.0
Z37986_at,1.0,0.0,0.0
Z38026_at,0.175,0.0,0.0
Z46376_rna1_at,0.075,0.0,0.0
Z46788_at,0.05,0.0,0.0
Z46973_at,0.35,0.0,0.0
Z47087_at,0.025,0.0,0.0
Z48042_at,0.025,0.0,0.0
Z48054_at,0.625,0.0,0.0
Z48512_at,0.125,0.0,0.0
Z48633_at,0.225,0.0,0.0
Z48923_at,0.025,0.0,0.0
Z49155_at,0.025,0.0,0.0
Z49194_at,0.65,0.0,0.0
Z49269_at,0.025,0.0,0.0
Z49878_at,0.425,0.0,0.0
Z50022_at,0.025,0.0,0.0
Z50749_at,0.125,0.0,0.0
Z50781_at,0.4,0.0,0.0
Z50853_at,0.1,0.0,0.0
Z56281_at,0.55,0.0,0.0
Z68747_at,0.625,0.0,0.0
Z69881_at,0.525,0.0,0.0
Z69915_at,0.25,0.0,0.0
Z69923_at,0.225,0.0,0.0
Z70220_at,0.15,0.0,0.0
Z70222_at,0.3,0.0,0.0
Z70295_at,0.05,0.0,0.0
Z70759_at,0.125,0.0,0.0
Z71389_at,0.025,0.0,0.0
Z73497_at,0.325,0.0,0.0
Z79581_at,0.025,0.0,0.0
Z81326_at,0.05,0.0,0.0
Z83741_at,0.375,0.0,0.0
Z83742_at,0.025,0.0,0.0
Z84721_cds2_at,0.05,0.0,0.0
Z84722_at,0.025,0.0,0.0
Z93784_at,0.15,0.0,0.0
Z96810_at,0.175,0.0,0.0
Z97074_at,0.15,0.0,0.0
AB002332_at,0.075,0.0,0.0
AB006782_at,0.025,0.0,0.0
D00860_at,0.35,0.0,0.0
D10040_at,0.05,0.0,0.0
D10925_at,0.125,0.0,0.0
D16480_at,0.475,0.0,0.0
D17532_at,0.15,0.0,0.0
D21235_at,0.375,0.0,0.0
D29805_at,0.05,0.0,0.0
D38073_at,0.05,0.0,0.0
D38081_at,0.05,0.0,0.0
D38502_at,0.1,0.0,0.0
D43968_at,0.075,0.0,0.0
D45132_at,0.125,0.0,0.0
D50550_at,0.025,0.0,0.0
D83646_at,0.025,0.0,0.0
D86550_at,0.525,0.0,0.0
D86958_at,0.125,0.0,0.0
D86988_at,0.325,0.0,0.0
D87002_cds2_at,0.225,0.0,0.0
HG2846-HT2983_at,0.075,0.0,0.0
HG651-HT4201_at,0.15,0.0,0.0
J00220_cds4_at,0.025,0.0,0.0
J02783_at,1.0,0.0,0.0
J02986_cds1_at,0.05,0.0,0.0
J04168_at,0.025,0.0,0.0
J04182_at,0.25,0.0,0.0
L00058_at,0.45,0.0,0.0
L00205_at,0.1,0.0,0.0
L04282_at,0.475,0.0,0.0
L04731_at,0.025,0.0,0.0
L06133_at,0.35,0.0,0.0
L07615_at,0.075,0.0,0.0
L07648_at,0.075,0.0,0.0
L10413_at,0.025,0.0,0.0
L12052_at,0.025,0.0,0.0
L20688_at,0.4,0.0,0.0
L20860_at,0.025,0.0,0.0
L20965_at,0.025,0.0,0.0
L21998_at,0.55,0.0,0.0
L22454_at,0.625,0.0,0.0
L33075_at,0.15,0.0,0.0
L35263_at,0.05,0.0,0.0
L36870_at,0.05,0.0,0.0
L40397_at,0.25,0.0,0.0
L43576_at,0.05,0.0,0.0
L76569_at,0.025,0.0,0.0
M13577_at,0.025,0.0,0.0
M14745_at,0.05,0.0,0.0
M15169_at,0.525,0.0,0.0
M16276_at,0.05,0.0,0.0
M20566_at,0.025,0.0,0.0
M21535_at,0.95,0.0,0.0
M24283_at,0.075,0.0,0.0
M24900_at,0.275,0.0,0.0
M37712_at,0.65,0.0,0.0
M55683_at,0.075,0.0,0.0
M58026_at,0.475,0.0,0.0
M61853_at,0.05,0.0,0.0
M64231_rna1_at,0.025,0.0,0.0
M65062_at,0.425,0.0,0.0
M69013_at,0.15,0.0,0.0
M69181_at,0.05,0.0,0.0
M73548_at,0.25,0.0,0.0
M81883_at,0.175,0.0,0.0
M84424_at,0.025,0.0,0.0
M91463_rna1_at,0.775,0.0,0.0
M93651_at,0.725,0.0,0.0
M94046_at,0.025,0.0,0.0
M96843_at,0.95,0.0,0.0
S68805_at,0.3,0.0,0.0
S76638_at,0.3,0.0,0.025
S78234_at,0.075,0.0,0.0
U04636_rna1_at,0.7,0.0,0.0
U07139_at,0.8,0.0,0.0
U08021_at,0.2,0.0,0.0
U12767_at,0.05,0.0,0.0
U16307_at,0.15,0.0,0.0
U17969_at,0.075,0.0,0.0
U18259_at,0.025,0.0,0.0
U18550_at,0.05,0.0,0.0
U25771_at,0.05,0.0,0.0
U28049_at,0.15,0.0,0.0
U28055_at,0.05,0.0,0.0
U31556_at,0.025,0.0,0.0
U33632_at,0.025,0.0,0.0
U33841_at,0.425,0.0,0.0
U36341_rna1_at,0.15,0.0,0.0
U37146_at,0.05,0.0,0.0
U38276_at,0.125,0.0,0.0
U40571_at,0.625,0.0,0.0
U40705_at,0.05,0.0,0.0
U41518_at,0.025,0.0,0.0
U41654_at,0.875,0.0,0.0
U41740_at,0.025,0.0,0.0
U47077_at,0.075,0.0,0.0
U57627_at,0.025,0.0,0.0
U61500_at,0.05,0.0,0.0
U61981_at,0.025,0.0,0.0
U73936_at,0.2,0.0,0.0
U82467_at,0.5,0.0,0.0
U94832_at,0.025,0.0,0.0
U94836_at,0.4,0.0,0.0
U95626_rna3_at,0.575,0.0,0.0
X02160_at,0.4,0.0,0.0
X03350_at,0.2,0.0,0.0
X04526_at,0.9,0.0,0.0
X05610_at,0.025,0.0,0.0
X06268_at,0.175,0.0,0.0
X07203_at,0.025,0.0,0.0
X16866_at,0.075,0.0,0.0
X52022_at,0.075,0.0,0.0
X52228_at,0.15,0.0,0.0
X55990_rna1_at,0.625,0.0,0.0
X56841_at,0.5,0.0,0.0
X57985_rna2_at,0.125,0.0,0.0
X58072_at,1.0,0.0,0.0
X59739_at,0.05,0.0,0.0
X63468_at,0.425,0.0,0.0
X65463_at,0.05,0.0,0.0
X65857_at,0.1,0.0,0.0
X66785_at,0.175,0.0,0.0
X71661_at,0.05,0.0,0.0
X75918_at,0.65,0.0,0.0
X77753_at,0.175,0.0,0.0
X78932_at,0.025,0.0,0.0
X80818_at,0.05,0.0,0.0
X81625_at,0.25,0.0,0.0
X82209_at,0.025,0.0,0.0
X89430_at,0.425,0.0,0.0
X92368_at,0.075,0.0,0.0
X95525_at,0.125,0.0,0.0
Y07909_at,0.025,0.0,0.0
Y09445_at,0.4,0.0,0.0
Z15115_at,0.525,0.0,0.0
Z48482_at,0.025,0.0,0.0
D86974_at,0.3,0.0,0.0
HG2157-HT2227_at,0.025,0.0,0.0
J03060_at,0.075,0.0,0.0
L41390_at,0.025,0.0,0.0
AB000381_s_at,0.05,0.0,0.0
AB000410_s_at,0.025,0.0,0.0
AB002356_s_at,0.3,0.0,0.0
Y12393_s_at,0.15,0.0,0.0
AB006781_s_at,0.25,0.0,0.0
AC000063_s_at,0.175,0.0,0.0
AC002045_xpt2_s_at,0.025,0.0,0.0
AC002477_s_at,0.6,0.0,0.0
AD000092_cds7_s_at,0.7,0.0,0.0
D10667_s_at,0.15,0.0,0.0
AF001787_s_at,0.075,0.0,0.0
AF012024_s_at,0.475,0.0,0.0
AJ000099_s_at,0.075,0.0,0.0
D00003_at,0.075,0.0,0.0
D00003_s_at,0.025,0.0,0.0
X83416_s_at,0.625,0.0,0.0
M23178_s_at,0.05,0.0,0.0
X02419_rna1_s_at,0.2,0.0,0.0
Y00097_s_at,0.025,0.0,0.0
M37271_s_at,0.8,0.0,0.0
D00749_s_at,0.7,0.0,0.0
L09229_s_at,0.025,0.0,0.0
L24893_s_at,0.025,0.0,0.0
L06797_s_at,0.95,0.0,0.0
L09230_s_at,0.075,0.0,0.0
D11327_s_at,0.225,0.0,0.0
D12620_s_at,0.075,0.0,0.0
